sample_id,dept_code,zone,division,section_id,section_encoded,track_type_encoded,from_km,to_km,km_span,elementary_section_id,defect_type,defect_severity_score,days_overdue,work_category,demanded_duration_mins,power_cut_required,traffic_cut_required,tower_wagon_required,traffic_density_trains_per_day,coa_available_free_slot_mins,concurrent_engg_block_available,concurrent_engg_block_overlap_pct,peak_hours_conflict,ambient_temp_factor,speed_risk_factor,urgency_score
ML-GEN-02094,"TRD","NR","DLI","NDLS-PWL",389,1,40.134,42.197,2.064,"ES-D06B","STEADYARM_CORRODED",0.786,10,"DEFECT_ATTENDANCE",67,1,1,1,106,132,1,0.81,0,0.214,0.8,0.6289
ML-GEN-01129,"TRD","ECR","DNR","PNBE-RJPB",870,1,545.477,546.169,0.692,"ES-18B","INSULATOR_FLASHOVER",0.839,13,"POH_SCHEDULE",145,1,1,1,128,102,0,0,0,0.799,0.752,0.6624
ML-GEN-02157,"TRD","NR","DLI","NDLS-GZB",823,1,26.401,27.465,1.064,"ES-D03A","JUMPER_HOTSPOT",0.8929,14,"EMERGENCY_REPAIR",81,1,1,1,153,74,0,0,0,0.665,0.787,0.6733
ML-GEN-00273,"TRD","NR","DLI","NDLS-GZB",823,0,5.491,7.5,2.01,"ES-D01A","INSULATOR_FLASHOVER",0.9372,5,"EMERGENCY_REPAIR",77,1,1,1,182,30,1,0.62,0,0.553,0.66,0.6407
ML-GEN-01837,"TRD","ECR","DNR","BXR-DNR",655,0,610.505,613.476,2.972,"ES-10A","CW_WEAR",0.471,8,"EMERGENCY_REPAIR",96,1,1,1,72,148,0,0,0,0.683,0.47,0.5922
ML-GEN-00256,"TRD","ECR","DNR","DNR-PNBE",454,0,541.014,543.404,2.389,"ES-25A","INSULATOR_FLASHOVER",0.749,18,"PREVENTIVE_MAINT",131,1,1,1,83,139,0,0,0,0.305,0.582,0.6511
ML-GEN-02496,"TRD","NR","DLI","NDLS-GZB",823,0,16.785,19.597,2.811,"ES-D03A","DROPPER_DEFECTIVE",0.6565,10,"PREVENTIVE_MAINT",112,1,1,1,179,30,0,0,0,0.486,0.461,0.6362
ML-GEN-01313,"TRD","CR","BSL","BSL-NGP",465,0,777.838,778.733,0.895,"ES-C53A","CW_WEAR",0.7529,15,"PREVENTIVE_MAINT",141,1,1,1,81,150,0,0,0,0.681,0.576,0.6587
ML-GEN-00668,"TRD","CR","BSL","KYN-BSL",386,1,243.66,245.526,1.866,"ES-C51B","STEADYARM_CORRODED",0.4554,15,"PREVENTIVE_MAINT",81,1,1,0,85,158,1,0.68,0,0.763,0.86,0.6338
ML-GEN-00510,"TRD","CR","BSL","BSL-NGP",465,0,670.21,671.143,0.933,"ES-C53A","JUMPER_HOTSPOT",0.7626,15,"EMERGENCY_REPAIR",66,1,1,0,79,159,1,0.58,0,0.219,0.387,0.6085
ML-GEN-02199,"TRD","ECR","DNR","MKA-BKP",417,0,490.031,492.178,2.146,"ES-32A","NEUTRAL_PTFE",0.4736,13,"EMERGENCY_REPAIR",32,1,0,1,98,145,0,0,0,0.579,0.693,0.6372
ML-GEN-02142,"TRD","ECR","DNR","MKA-BKP",417,0,491.928,492.626,0.698,"ES-31B","DROPPER_DEFECTIVE",0.4538,86,"EMERGENCY_REPAIR",63,1,1,0,85,160,1,0.57,0,0.499,0.855,0.7747
ML-GEN-00009,"TRD","WR","BCT","BCT-BVI",543,1,26.6,31.366,4.767,"ES-W40A","CANTILEVER_MISALIGN",0.584,14,"PREVENTIVE_MAINT",112,1,1,1,243,30,0,0,0,0.349,0.609,0.6278
ML-GEN-01943,"TRD","NR","DLI","NDLS-PWL",389,0,24.953,27.451,2.497,"ES-D07A","ANTICREEP_DEFECT",0.5106,12,"FOOT_PATROL",83,1,1,0,90,109,1,0.69,0,0.856,0.637,0.641
ML-GEN-00412,"TRD","CR","BSL","KYN-BSL",386,0,358.694,361.202,2.507,"ES-C51A","NEUTRAL_PTFE",0.6644,11,"FOOT_PATROL",42,1,1,1,89,93,0,0,0,0.731,0.544,0.6431
ML-GEN-02492,"TRD","ECR","DNR","BXR-DNR",655,0,610.399,611.457,1.058,"ES-09C","INSULATOR_FLASHOVER",0.8336,54,"AOH_SCHEDULE",193,1,1,1,107,78,1,0.88,0,0.502,0.497,0.7208
ML-GEN-00829,"TRD","ECR","DNR","MKA-BKP",417,0,490.766,492.743,1.977,"ES-31B","INSULATOR_FLASHOVER",0.9107,12,"FOOT_PATROL",114,1,1,1,89,111,1,0.92,0,0.711,0.783,0.681
ML-GEN-01893,"TRD","WR","BCT","BVI-VR",208,1,74.771,75.875,1.104,"ES-W44B","STEADYARM_CORRODED",0.6379,9,"EMERGENCY_REPAIR",40,1,1,0,224,30,1,0.51,1,0.398,0.481,0.6234
ML-GEN-00145,"TRD","CR","BSL","KYN-BSL",386,0,189.602,191.926,2.324,"ES-C51B","CW_WEAR",0.6519,8,"AOH_SCHEDULE",180,1,1,1,91,116,0,0,0,0.496,0.47,0.6324
ML-GEN-01460,"TRD","ECR","DNR","MKA-BKP",417,0,489.693,491.079,1.386,"ES-32A","CW_WEAR",0.5963,9,"EMERGENCY_REPAIR",80,1,1,1,94,145,1,0.6,0,0.764,0.683,0.6525
ML-GEN-00162,"TRD","ECR","DNR","MKA-BKP",417,0,489.718,491.722,2.005,"ES-31B","INSULATOR_FLASHOVER",0.751,20,"FOOT_PATROL",58,1,1,1,64,119,1,0.77,0,0.367,0.227,0.6414
ML-GEN-01628,"TRD","WR","BCT","BCT-BVI",543,0,14.205,17.947,3.742,"ES-W41A","INSULATOR_FLASHOVER",0.8148,11,"PREVENTIVE_MAINT",133,1,1,1,272,30,1,0.57,0,0.362,0.413,0.6358
ML-GEN-01675,"TRD","NR","DLI","NDLS-PWL",389,0,19.279,19.906,0.627,"ES-D07B","CW_WEAR",0.4713,17,"EMERGENCY_REPAIR",46,1,0,1,102,144,0,0,0,0.796,0.613,0.6418
ML-GEN-02220,"TRD","CR","BSL","BSL-NGP",465,1,592.943,594.774,1.831,"ES-C54A","CW_WEAR",0.5886,8,"EMERGENCY_REPAIR",56,1,0,0,80,138,1,0.88,0,0.818,0.169,0.6211
ML-GEN-02433,"TRD","WR","BCT","BCT-BVI",543,1,34.4,37.618,3.218,"ES-W41B","CANTILEVER_MISALIGN",0.7607,8,"EMERGENCY_REPAIR",34,1,1,0,270,30,1,0.94,1,0.76,0.727,0.6325
ML-GEN-00598,"TRD","CR","BSL","BSL-NGP",465,1,591.601,592.977,1.375,"ES-C54A","CW_WEAR",0.7219,14,"POH_SCHEDULE",205,1,1,1,68,127,1,0.59,0,0.676,0.207,0.637
ML-GEN-01663,"TRD","WR","BCT","BVI-VR",208,1,68.563,72.977,4.414,"ES-W44A","DROPPER_DEFECTIVE",0.4332,9,"DEFECT_ATTENDANCE",99,1,1,1,205,30,0,0,0,0.512,0.879,0.6131
ML-GEN-01464,"TRD","NR","DLI","NDLS-GZB",823,1,3.99,8.706,4.716,"ES-D02B","INSULATOR_FLASHOVER",0.9065,10,"PREVENTIVE_MAINT",117,1,1,1,163,62,0,0,0,0.598,0.495,0.6394
ML-GEN-02450,"TRD","NR","DLI","NDLS-PWL",389,0,20.873,21.386,0.512,"ES-D07A","CW_WEAR",0.5434,12,"PREVENTIVE_MAINT",156,1,1,1,99,121,1,0.8,0,0.822,0.584,0.6363
ML-GEN-00434,"TRD","CR","BSL","KYN-BSL",386,1,155.934,158.827,2.893,"ES-C51A","DROPPER_DEFECTIVE",0.5601,14,"FOOT_PATROL",125,1,1,1,75,139,0,0,0,0.341,0.142,0.5885
ML-GEN-01099,"TRD","ECR","DNR","BXR-DNR",655,0,611.642,613.181,1.539,"ES-09C","JUMPER_HOTSPOT",0.9219,9,"POH_SCHEDULE",151,1,1,1,108,95,1,0.67,0,0.283,0.48,0.64
ML-GEN-01465,"TRD","CR","BSL","KYN-BSL",386,0,371.464,375.629,4.165,"ES-C50B","INSULATOR_FLASHOVER",0.8814,16,"PREVENTIVE_MAINT",184,1,1,1,107,59,1,0.61,1,0.466,0.544,0.6533
ML-GEN-01221,"TRD","ECR","DNR","DNR-PNBE",454,0,541.617,543.351,1.734,"ES-25B","CW_WEAR",0.582,9,"PREVENTIVE_MAINT",143,1,1,1,120,101,1,0.77,1,0.588,0.731,0.6243
ML-GEN-00332,"TRD","CR","BSL","BSL-NGP",465,1,757.397,760.259,2.862,"ES-C54B","DROPPER_DEFECTIVE",0.608,10,"AOH_SCHEDULE",216,1,1,1,81,151,1,0.6,0,0.611,0.76,0.6394
ML-GEN-00362,"TRD","CR","BSL","BSL-NGP",465,1,730.909,733.644,2.735,"ES-C54A","JUMPER_HOTSPOT",0.8551,12,"DEFECT_ATTENDANCE",93,1,1,1,62,152,1,0.75,0,0.753,0.144,0.635
ML-GEN-02042,"TRD","ECR","DNR","PNBE-RJPB",870,0,545.307,546.968,1.66,"ES-18B","DROPPER_DEFECTIVE",0.7682,16,"PREVENTIVE_MAINT",141,1,1,1,142,84,1,0.84,0,0.283,0.413,0.6578
ML-GEN-00960,"TRD","ECR","DNR","BXR-DNR",655,0,611.142,612.286,1.144,"ES-09A","JUMPER_HOTSPOT",0.9278,15,"FOOT_PATROL",34,1,1,1,95,140,0,0,0,0.731,0.755,0.6829
ML-GEN-00812,"TRD","ECR","DNR","PNBE-RJPB",870,0,547.263,548.301,1.038,"ES-19A","CW_WEAR",0.7705,8,"AOH_SCHEDULE",235,1,1,1,164,34,1,0.51,0,0.613,0.688,0.6107
ML-GEN-00168,"TRD","CR","BSL","KYN-BSL",386,0,207.409,210.597,3.188,"ES-C50B","STEADYARM_CORRODED",0.6081,9,"EMERGENCY_REPAIR",75,1,1,1,108,160,0,0,0,0.37,0.636,0.6141
ML-GEN-02053,"TRD","ECR","DNR","DNR-PNBE",454,1,541.722,542.75,1.028,"ES-24A","CW_WEAR",0.4538,59,"FOOT_PATROL",48,1,0,1,133,58,1,0.65,0,0.396,0.855,0.7091
ML-GEN-00801,"TRD","NR","DLI","NDLS-PWL",389,1,22.101,22.64,0.539,"ES-D07B","ANTICREEP_DEFECT",0.4498,13,"FOOT_PATROL",89,1,1,1,105,108,0,0,0,0.694,0.712,0.6271
ML-GEN-02388,"TRD","NR","DLI","GZB-MB",515,0,32.252,36.294,4.042,"ES-D05A","DROPPER_DEFECTIVE",0.6413,8,"EMERGENCY_REPAIR",51,1,1,1,115,74,0,0,1,0.881,0.517,0.6618
ML-GEN-01039,"TRD","CR","BSL","BSL-NGP",465,1,568.683,570.7,2.017,"ES-C54A","BIRD_MENACE",0.767,89,"EMERGENCY_REPAIR",45,1,1,0,68,166,0,0,0,0.876,0.175,0.7993
ML-GEN-02401,"TRD","WR","BCT","BCT-BVI",543,1,45.375,48.907,3.532,"ES-W40B","CW_WEAR",0.6299,14,"PREVENTIVE_MAINT",142,1,1,1,238,30,0,0,0,0.794,0.652,0.6424
ML-GEN-01966,"TRD","CR","BSL","BSL-NGP",465,0,477.883,481.439,3.556,"ES-C54A","DROPPER_DEFECTIVE",0.5875,16,"EMERGENCY_REPAIR",85,1,1,1,77,142,1,0.91,0,0.245,0.301,0.6178
ML-GEN-01729,"TRD","NR","DLI","NDLS-PWL",389,1,44.667,48.405,3.738,"ES-D06A","DROPPER_DEFECTIVE",0.5948,7,"POH_SCHEDULE",98,1,1,1,105,120,1,0.87,0,0.373,0.569,0.6191
ML-GEN-00023,"TRD","ECR","DNR","PNBE-RJPB",870,0,545.249,547.285,2.036,"ES-18B","CW_WEAR",0.4824,15,"EMERGENCY_REPAIR",85,1,1,1,98,106,1,0.8,0,0.301,0.86,0.6415
ML-GEN-00878,"TRD","ECR","DNR","PNBE-RJPB",870,0,547.848,548.511,0.663,"ES-18B","JUMPER_HOTSPOT",0.8112,15,"AOH_SCHEDULE",157,1,1,1,137,107,0,0,1,0.793,0.692,0.6752
ML-GEN-00965,"TRD","WR","BCT","BCT-BVI",543,1,42.956,44.619,1.663,"ES-W41A","CANTILEVER_MISALIGN",0.8041,10,"PREVENTIVE_MAINT",142,1,1,1,297,30,1,0.76,0,0.49,0.808,0.6692
ML-GEN-02058,"TRD","NR","DLI","NDLS-PWL",389,1,23.687,26.39,2.704,"ES-D06A","STEADYARM_CORRODED",0.6961,19,"FOOT_PATROL",76,1,1,1,112,103,1,0.54,0,0.831,0.553,0.67
ML-GEN-01183,"TRD","NR","DLI","NDLS-GZB",823,1,23.922,27.747,3.825,"ES-D03A","DROPPER_DEFECTIVE",0.4996,13,"EMERGENCY_REPAIR",42,1,1,0,177,42,0,0,0,0.565,0.649,0.6168
ML-GEN-01057,"TRD","NR","DLI","GZB-MB",515,0,47.304,47.935,0.631,"ES-D04A","CW_WEAR",0.5129,7,"DEFECT_ATTENDANCE",135,1,1,1,127,72,1,0.91,0,0.647,0.626,0.6338
ML-GEN-01483,"TRD","NR","DLI","NDLS-PWL",389,1,1,4.638,3.638,"ES-D06B","CW_WEAR",0.5354,10,"AOH_SCHEDULE",200,1,1,1,87,141,1,0.67,0,0.251,0.683,0.6407
ML-GEN-00573,"TRD","ECR","DNR","MKA-BKP",417,0,489.757,491.935,2.177,"ES-31A","CW_WEAR",0.7012,12,"DEFECT_ATTENDANCE",124,1,1,1,85,138,1,0.74,0,0.824,0.483,0.6575
ML-GEN-00399,"TRD","CR","BSL","BSL-NGP",465,1,559.788,561.03,1.242,"ES-C53A","JUMPER_HOTSPOT",0.8685,6,"EMERGENCY_REPAIR",62,1,1,1,66,134,1,0.68,0,0.688,0.128,0.6361
ML-GEN-01474,"TRD","CR","BSL","BSL-NGP",465,0,633.397,635.38,1.982,"ES-C54A","DROPPER_DEFECTIVE",0.6725,11,"EMERGENCY_REPAIR",59,1,0,0,65,146,1,0.54,0,0.503,0.111,0.6243
ML-GEN-00029,"TRD","WR","BCT","BVI-VR",208,1,60.002,62.129,2.127,"ES-W43B","CW_WEAR",0.4344,16,"EMERGENCY_REPAIR",75,1,1,1,187,30,1,0.52,0,0.426,0.508,0.6315
ML-GEN-00175,"TRD","NR","DLI","GZB-MB",515,0,52.357,57.315,4.958,"ES-D04A","INSULATOR_FLASHOVER",0.798,16,"AOH_SCHEDULE",119,1,1,1,122,111,0,0,1,0.619,0.676,0.6709
ML-GEN-00774,"TRD","WR","BCT","BCT-BVI",543,1,16.511,18.326,1.815,"ES-W41A","DROPPER_DEFECTIVE",0.61,13,"AOH_SCHEDULE",155,1,1,1,240,30,0,0,0,0.443,0.853,0.6298
ML-GEN-02405,"TRD","WR","BCT","BVI-VR",208,1,70.136,74.301,4.165,"ES-W43A","INSULATOR_FLASHOVER",0.6394,11,"EMERGENCY_REPAIR",83,1,1,1,209,30,1,0.98,0,0.798,0.635,0.6394
ML-GEN-00038,"TRD","WR","BCT","BCT-BVI",543,0,28.624,32.031,3.407,"ES-W40A","DROPPER_DEFECTIVE",0.7415,16,"PREVENTIVE_MAINT",159,1,1,1,234,30,0,0,0,0.171,0.748,0.6398
ML-GEN-01710,"TRD","ECR","DNR","MKA-BKP",417,0,491.862,492.751,0.89,"ES-31A","CW_WEAR",0.5677,9,"DEFECT_ATTENDANCE",55,1,1,1,84,149,1,0.68,0,0.479,0.711,0.6176
ML-GEN-00617,"TRD","CR","BSL","BSL-NGP",465,0,654.678,657.243,2.565,"ES-C54B","CW_WEAR",0.6272,17,"AOH_SCHEDULE",134,1,1,1,71,163,1,0.76,0,0.548,0.48,0.6438
ML-GEN-00409,"TRD","NR","DLI","NDLS-GZB",823,1,23.182,25.885,2.703,"ES-D02A","INSULATOR_FLASHOVER",0.5553,12,"DEFECT_ATTENDANCE",42,1,0,1,202,30,1,0.88,0,0.121,0.582,0.5979
ML-GEN-00003,"TRD","ECR","DNR","DNR-PNBE",454,1,541.96,543.805,1.845,"ES-25A","CW_WEAR",0.4575,7,"DEFECT_ATTENDANCE",158,1,1,1,115,98,1,0.61,1,0.535,0.673,0.5782
ML-GEN-00380,"TRD","WR","BCT","BVI-VR",208,0,96.427,101.169,4.742,"ES-W43B","INSULATOR_FLASHOVER",0.7683,9,"EMERGENCY_REPAIR",39,1,1,0,203,30,0,0,0,0.814,0.821,0.6476
ML-GEN-00429,"TRD","CR","BSL","BSL-NGP",465,1,598.761,602.742,3.981,"ES-C53A","NEUTRAL_PTFE",0.6485,9,"DEFECT_ATTENDANCE",150,1,1,1,79,171,1,0.96,0,0.816,0.133,0.6159
ML-GEN-01905,"TRD","WR","BCT","BCT-BVI",543,1,41.642,45.792,4.15,"ES-W41A","DROPPER_DEFECTIVE",0.6184,13,"EMERGENCY_REPAIR",89,1,1,1,315,30,1,0.64,0,0.873,0.637,0.6592
ML-GEN-00799,"TRD","NR","DLI","GZB-MB",515,0,58.195,62.317,4.122,"ES-D05B","CW_WEAR",0.5303,14,"DEFECT_ATTENDANCE",63,1,1,0,112,94,1,0.99,0,0.45,0.826,0.6347
ML-GEN-00794,"TRD","CR","BSL","KYN-BSL",386,1,214.997,217.686,2.688,"ES-C52A","CW_WEAR",0.5901,9,"DEFECT_ATTENDANCE",69,1,1,1,82,147,1,0.98,0,0.837,0.511,0.6251
ML-GEN-01223,"TRD","CR","BSL","BSL-NGP",465,0,628.847,630.321,1.474,"ES-C53B","NEUTRAL_PTFE",0.5802,3,"AOH_SCHEDULE",200,1,1,1,74,164,1,0.6,0,0.621,0.454,0.6072
ML-GEN-02227,"TRD","ECR","DNR","MKA-BKP",417,0,490.496,491.228,0.732,"ES-32A","ANTICREEP_DEFECT",0.581,19,"FOOT_PATROL",99,1,1,1,79,134,0,0,0,0.129,0.307,0.6345
ML-GEN-00870,"TRD","WR","BCT","BVI-VR",208,1,78.979,81.378,2.399,"ES-W44B","CW_WEAR",0.7032,10,"AOH_SCHEDULE",174,1,1,1,206,36,0,0,0,0.782,0.898,0.6413
ML-GEN-00254,"TRD","CR","BSL","KYN-BSL",386,1,327.147,329.334,2.186,"ES-C50A","CW_WEAR",0.4256,15,"DEFECT_ATTENDANCE",55,1,0,1,94,127,0,0,0,0.167,0.567,0.6018
ML-GEN-01637,"TRD","CR","BSL","KYN-BSL",386,0,336.996,341.652,4.656,"ES-C52A","CW_WEAR",0.4069,13,"EMERGENCY_REPAIR",86,1,1,0,79,121,1,0.53,0,0.502,0.335,0.5978
ML-GEN-02141,"TRD","CR","BSL","KYN-BSL",386,0,100.528,101.372,0.843,"ES-C50A","DROPPER_DEFECTIVE",0.5037,9,"FOOT_PATROL",75,1,1,0,92,133,1,0.86,0,0.502,0.831,0.6222
ML-GEN-02295,"TRD","CR","BSL","BSL-NGP",465,0,584.797,586.145,1.347,"ES-C53A","DROPPER_DEFECTIVE",0.5509,5,"PREVENTIVE_MAINT",129,1,1,1,70,166,1,0.56,0,0.201,0.266,0.5901
ML-GEN-02081,"TRD","NR","DLI","NDLS-PWL",389,1,30.368,35.326,4.958,"ES-D06B","CW_WEAR",0.4678,9,"DEFECT_ATTENDANCE",83,1,1,1,127,97,1,0.79,0,0.139,0.532,0.5989
ML-GEN-01833,"TRD","WR","BCT","BCT-BVI",543,0,37.012,38.72,1.708,"ES-W41A","CANTILEVER_MISALIGN",0.8034,16,"AOH_SCHEDULE",159,1,1,1,237,30,0,0,0,0.494,0.72,0.6618
ML-GEN-00241,"TRD","CR","BSL","KYN-BSL",386,0,356.026,360.218,4.192,"ES-C50B","BIRD_MENACE",0.9124,13,"AOH_SCHEDULE",191,1,1,1,82,132,0,0,0,0.423,0.439,0.6554
ML-GEN-01433,"TRD","WR","BCT","BCT-BVI",543,0,8.935,11.779,2.844,"ES-W41A","CANTILEVER_MISALIGN",0.7334,19,"PREVENTIVE_MAINT",119,1,1,1,276,30,0,0,0,0.294,0.71,0.6613
ML-GEN-02456,"TRD","ECR","DNR","BXR-DNR",655,1,610.528,613.966,3.438,"ES-09C","BIRD_MENACE",0.8539,11,"FOOT_PATROL",67,1,1,0,111,109,1,0.5,0,0.523,0.442,0.6514
ML-GEN-00252,"TRD","WR","BCT","BCT-BVI",543,1,2.551,7.289,4.738,"ES-W41B","INSULATOR_FLASHOVER",0.6261,12,"FOOT_PATROL",55,1,0,0,285,30,1,0.78,1,0.342,0.748,0.6254
ML-GEN-00242,"TRD","WR","BCT","BVI-VR",208,0,105.05,108.706,3.657,"ES-W44A","INSULATOR_FLASHOVER",0.8762,11,"EMERGENCY_REPAIR",54,1,1,0,161,65,0,0,0,0.504,0.84,0.6698
ML-GEN-00557,"TRD","NR","DLI","NDLS-GZB",823,1,28.032,29.077,1.045,"ES-D01B","BIRD_MENACE",0.8091,17,"EMERGENCY_REPAIR",52,1,1,0,164,52,1,0.85,0,0.174,0.7,0.6654
ML-GEN-02269,"TRD","CR","BSL","KYN-BSL",386,0,253.557,255.813,2.255,"ES-C51A","DROPPER_DEFECTIVE",0.4837,12,"POH_SCHEDULE",123,1,1,1,86,128,0,0,0,0.265,0.656,0.6272
ML-GEN-01215,"TRD","NR","DLI","NDLS-PWL",389,0,25.574,28.484,2.91,"ES-D06A","JUMPER_HOTSPOT",0.9899,15,"AOH_SCHEDULE",151,1,1,1,104,89,1,0.9,0,0.548,0.598,0.6851
ML-GEN-01642,"TRD","ECR","DNR","DNR-PNBE",454,0,541.781,543.836,2.055,"ES-25B","DROPPER_DEFECTIVE",0.5458,13,"AOH_SCHEDULE",184,1,1,1,141,47,1,0.78,0,0.89,0.563,0.6238
ML-GEN-00200,"TRD","WR","BCT","BVI-VR",208,1,63.833,66.203,2.37,"ES-W44B","NEUTRAL_PTFE",0.4728,12,"PREVENTIVE_MAINT",159,1,1,1,183,30,1,0.79,0,0.55,0.5,0.623
ML-GEN-02408,"TRD","WR","BCT","BCT-BVI",543,0,9.108,14.06,4.952,"ES-W42A","DROPPER_DEFECTIVE",0.7607,11,"DEFECT_ATTENDANCE",129,1,1,1,291,30,1,0.75,0,0.65,0.62,0.6489
ML-GEN-00235,"TRD","NR","DLI","GZB-MB",515,0,34.307,38.114,3.807,"ES-D04A","INSULATOR_FLASHOVER",0.772,27,"AOH_SCHEDULE",146,1,1,1,124,111,1,0.91,0,0.408,0.844,0.6832
ML-GEN-00237,"TRD","CR","BSL","BSL-NGP",465,0,758.445,759.129,0.684,"ES-C54A","INSULATOR_FLASHOVER",0.7893,16,"DEFECT_ATTENDANCE",105,1,1,1,79,174,1,0.71,0,0.4,0.129,0.6193
ML-GEN-01266,"TRD","CR","BSL","BSL-NGP",465,1,695.925,697.024,1.1,"ES-C53B","DROPPER_DEFECTIVE",0.8017,6,"EMERGENCY_REPAIR",30,1,1,0,65,141,0,0,0,0.113,0.13,0.5923
ML-GEN-01930,"TRD","NR","DLI","NDLS-PWL",389,1,7.321,9.453,2.131,"ES-D06B","NEUTRAL_PTFE",0.6779,18,"AOH_SCHEDULE",219,1,1,1,98,135,1,0.82,0,0.735,0.644,0.6519
ML-GEN-01564,"TRD","WR","BCT","BVI-VR",208,1,85.497,86.67,1.173,"ES-W43A","JUMPER_HOTSPOT",1,10,"EMERGENCY_REPAIR",48,1,1,1,199,30,0,0,0,0.511,0.501,0.6526
ML-GEN-00322,"TRD","NR","DLI","GZB-MB",515,0,49.234,54.162,4.929,"ES-D04B","INSULATOR_FLASHOVER",0.9249,13,"EMERGENCY_REPAIR",30,1,1,0,134,83,0,0,0,0.778,0.522,0.6531
ML-GEN-00448,"TRD","WR","BCT","BCT-BVI",543,1,0.908,5.02,4.112,"ES-W40B","STEADYARM_CORRODED",0.487,14,"DEFECT_ATTENDANCE",128,1,1,1,241,30,1,0.57,0,0.81,0.438,0.6326
ML-GEN-00135,"TRD","ECR","DNR","PNBE-RJPB",870,0,547.143,547.827,0.684,"ES-19A","INSULATOR_FLASHOVER",0.8095,6,"POH_SCHEDULE",168,1,1,1,130,84,0,0,1,0.11,0.439,0.6027
ML-GEN-00641,"TRD","ECR","DNR","DNR-PNBE",454,0,541.255,541.913,0.658,"ES-25A","CANTILEVER_MISALIGN",0.7666,16,"DEFECT_ATTENDANCE",130,1,1,1,105,135,1,0.9,0,0.295,0.711,0.6434
ML-GEN-01576,"TRD","CR","BSL","KYN-BSL",386,0,352.572,355.413,2.842,"ES-C51B","JUMPER_HOTSPOT",0.9296,9,"PREVENTIVE_MAINT",119,1,1,1,102,99,0,0,0,0.885,0.532,0.6911
ML-GEN-00894,"TRD","WR","BCT","BVI-VR",208,0,56.354,59.036,2.682,"ES-W44A","DROPPER_DEFECTIVE",0.4879,6,"POH_SCHEDULE",104,1,1,1,195,30,0,0,1,0.727,0.683,0.6225
ML-GEN-01782,"TRD","ECR","DNR","PNBE-RJPB",870,0,545.149,547.489,2.34,"ES-18A","DROPPER_DEFECTIVE",0.5836,17,"FOOT_PATROL",81,1,1,1,136,85,1,0.76,1,0.669,0.708,0.6498
ML-GEN-00880,"TRD","NR","DLI","NDLS-GZB",823,1,15.874,20.561,4.686,"ES-D01B","ANTICREEP_DEFECT",0.6811,13,"AOH_SCHEDULE",208,1,1,1,193,30,1,0.98,1,0.689,0.635,0.6518
ML-GEN-00260,"TRD","CR","BSL","BSL-NGP",465,1,544.51,548.084,3.575,"ES-C53B","CW_WEAR",0.866,9,"POH_SCHEDULE",179,1,1,1,48,155,0,0,0,0.424,0.155,0.6393
ML-GEN-00493,"TRD","WR","BCT","BVI-VR",208,1,56.42,58.935,2.515,"ES-W44B","CANTILEVER_MISALIGN",0.8283,15,"DEFECT_ATTENDANCE",104,1,1,1,196,30,1,0.86,0,0.264,0.87,0.6604
ML-GEN-01744,"TRD","WR","BCT","BVI-VR",208,0,93.629,95.802,2.173,"ES-W43A","CW_WEAR",0.864,10,"AOH_SCHEDULE",223,1,1,1,243,30,0,0,0,0.553,0.529,0.6539
ML-GEN-01034,"TRD","CR","BSL","KYN-BSL",386,0,212.908,214.588,1.679,"ES-C51B","JUMPER_HOTSPOT",0.7092,11,"PREVENTIVE_MAINT",179,1,1,1,93,125,0,0,0,0.718,0.594,0.657
ML-GEN-00166,"TRD","CR","BSL","KYN-BSL",386,1,262.576,265.269,2.693,"ES-C51B","JUMPER_HOTSPOT",0.8451,11,"EMERGENCY_REPAIR",53,1,1,0,101,107,1,0.69,0,0.432,0.46,0.6433
ML-GEN-01673,"TRD","NR","DLI","NDLS-GZB",823,0,0.025,3.478,3.453,"ES-D01A","DROPPER_DEFECTIVE",0.7684,16,"EMERGENCY_REPAIR",64,1,1,1,177,30,1,0.56,0,0.593,0.505,0.641
ML-GEN-01444,"TRD","NR","DLI","NDLS-GZB",823,1,17.049,18.16,1.111,"ES-D02B","CW_WEAR",0.5948,15,"PREVENTIVE_MAINT",112,1,1,1,206,30,0,0,1,0.683,0.741,0.6475
ML-GEN-00213,"TRD","NR","DLI","GZB-MB",515,1,56.733,58.119,1.385,"ES-D04A","JUMPER_HOTSPOT",0.7578,9,"FOOT_PATROL",100,1,1,1,144,86,0,0,0,0.161,0.444,0.6157
ML-GEN-01308,"TRD","WR","BCT","BVI-VR",208,1,101.695,106.367,4.672,"ES-W44B","ANTICREEP_DEFECT",0.4299,11,"DEFECT_ATTENDANCE",138,1,1,1,200,30,1,0.53,0,0.816,0.426,0.6143
ML-GEN-00707,"TRD","CR","BSL","BSL-NGP",465,0,773.851,778.685,4.833,"ES-C54A","NEUTRAL_PTFE",0.7122,15,"PREVENTIVE_MAINT",82,1,1,0,78,130,1,0.66,0,0.857,0.183,0.6422
ML-GEN-01843,"TRD","WR","BCT","BCT-BVI",543,0,7.103,10.667,3.564,"ES-W42A","INSULATOR_FLASHOVER",0.6383,15,"DEFECT_ATTENDANCE",58,1,0,0,265,30,0,0,0,0.405,0.595,0.6452
ML-GEN-00525,"TRD","NR","DLI","NDLS-PWL",389,1,32.782,35.226,2.443,"ES-D07A","CW_WEAR",0.8837,6,"FOOT_PATROL",30,1,1,0,96,132,1,0.97,0,0.717,0.568,0.6494
