"failure_id","failure_timestamp","failure_date","failure_hour","failure_month","station_code","division","zone_code","zone_name","failed_gear_type","failed_gear_type_name","gear_number","asset_id","severity","nature_of_fault","root_cause_category","environmental_factor","detection_method","detection_delay_minutes","detention_minutes","trains_affected","restoration_timestamp","restoration_duration_minutes","restoration_duration_formatted","restoration_action","attending_supervisor","reported_by","status","bdms_emergency_token","transfer_status","requested_block_minutes","traffic_impact","asset_age_years","asset_codal_expired","asset_make","is_monsoon_related","latitude","longitude","sensor_voltage_V","sensor_current_A","sensor_vibration_mm_s","sensor_temperature_C","sensor_humidity_pct","sensor_insulation_resistance_MOhm"
"SFR-001088","2026-09-22 06:00:00","2026-09-22",11,"Sept","Manmad Jn","Ahmedabad","WR","Western Railway","PSF","Power Supply Failure","GR-74317","PWR-001576","Low","Solar panel degradation reducing charging efficiency","Other","Normal","SSE/JE Patrol",52,9,3,"2026-09-22 06:15:00",15,"0h 15m","Restored from UPS backup and checked battery health","Krishna Murthy (SSE/Sig)","Control Room","Under Investigation","BDMS-EMG-2026-WR-01088","Emergency Block Granted in BDMS",30,"9m detention · 1 trains affected",26,TRUE,"Kyosan",TRUE,25.34,77.13,233.03,15.1,1.1,45.39,73.66,49.34
"SFR-001089","2026-08-26 02:56:00","2026-08-26",8,"Aug","Coimbatore Jn","Firozpur","NR","Northern Railway","CF","Cable Fault","GR-66520","CBL-001606","Low","Mechanical damage from ballast tamping machine","Mechanical","Normal","Station Master Report",6,9,3,"2026-08-26 03:54:00",58,"0h 58m","Replaced damaged LED unit and checked aspect clarity","Vikas Rawat (JE/Sig)","JE/Sig","Restored",,"Pending Emergency Dispatch",90,"9m detention · 1 trains affected",19,FALSE,"Bombardier",TRUE,13.42,86.56,,,,31.64,89.31,94.19
"SFR-001090","2025-11-15 14:10:00","2025-11-15",19,"Nov","Vijayawada Jn","Bhavnagar","WR","Western Railway","SF","Signal Failure","GR-43394","CLS-000472","Medium","Approach lighting control circuit fault","Electrical","Fog","CMS Auto Alert",2,257,32,"2025-11-15 14:57:00",47,"0h 47m","Bypassed faulty section temporarily per safety protocol","Ramesh Tiwari (SSE/Sig)","CMS Alert","Restored","BDMS-EMG-2026-WR-01090","Emergency Block Granted in BDMS",45,"257m detention · 25 trains affected",4,FALSE,"HBL",FALSE,12.11,90.88,23.66,0.84,0.32,25.81,44.8,198.66
"SFR-001091","2026-05-29 03:21:00","2026-05-29",8,"May","Vadodara Jn","Ahmedabad","WR","Western Railway","CF","Cable Fault","GR-79479","CBL-000139","High","Thermal degradation of cable insulation due to overheating","Thermal","Extreme Heat","Station Master Report",12,32,6,"2026-05-29 04:06:00",45,"0h 45m","Replaced faulty component and tested","Ramesh Tiwari (JE/Sig)","SSE/Sig","Restored","BDMS-EMG-2026-WR-01091","Emergency Block Granted in BDMS",30,"32m detention · 3 trains affected",13,FALSE,"Hitachi",FALSE,31.1,86.06,,,,42.23,69.72,102.27
"SFR-001092","2026-08-31 04:50:00","2026-08-31",10,"Aug","Ambala Cantt","Dhanbad","ECR","East Central Railway","ACF","Axle Counter Failure","GR-60781","AXC-000667","Low","Cross-talk between adjacent axle counter sections","Other","Flooding","Station Master Report",17,227,32,"2026-08-31 07:31:00",161,"2h 41m","Replaced faulty component and tested","Rakesh Jha (JE/Sig)","Control Room","Restored",,"Pending Emergency Dispatch",60,"227m detention · 22 trains affected",17,TRUE,"GE Transportation",TRUE,29.74,79.98,23.98,0.93,2.97,37.3,80.43,100.88
"SFR-001093","2026-08-18 07:29:00","2026-08-18",12,"Aug","Kharagpur Jn","Mysuru","SWR","South Western Railway","PSF","Power Supply Failure","GR-46940","PWR-000382","High","Lightning surge damage to power distribution panel","External/Vandalism","Heavy Rain","Station Master Report",2,17,5,"2026-08-18 07:44:00",15,"0h 15m","Replaced corroded relay contacts and tested pickup/drop values","Girish Kale (SSE/Sig)","CMS Alert","Restored","BDMS-EMG-2026-SWR-01093","Emergency Block Granted in BDMS",45,"17m detention · 1 trains affected",23,TRUE,"Alstom",TRUE,13.45,74.83,237.01,15.17,0,48.73,75.72,51.91
"SFR-001094","2025-12-13 03:52:00","2025-12-13",9,"Dec","Bhopal Jn","Prayagraj","NCR","North Central Railway","RF","Relay Failure","GR-65569","RLY-001786","Medium","Spring tension loss causing sluggish pickup","Other","Fog","CMS Auto Alert",7,119,18,"2025-12-13 06:43:00",171,"2h 51m","Restored from UPS backup and checked battery health","Raghav Pandey (JE/Sig)","SSE/Sig","Restored","BDMS-EMG-2026-NCR-01094","Emergency Block Granted in BDMS",90,"119m detention · 11 trains affected",18,FALSE,"GE Transportation",FALSE,30.97,74.46,25.02,0.09,0.76,33.01,40.08,513.52
"SFR-001095","2026-09-03 09:05:00","2026-09-03",14,"Sept","Bhubaneswar","Mumbai Central","WR","Western Railway","BIF","Block Instrument Failure","GR-65109","BLK-000005","High","Block instrument bell circuit open","Electrical","Heavy Rain","CMS Auto Alert",23,4,5,"2026-09-03 10:53:00",108,"1h 48m","Earthing resistance improved to below 1 ohm","Rakesh Jha (SSE/Sig)","SM/Station Master","Restored","BDMS-EMG-2026-WR-01095","Emergency Block Granted in BDMS",45,"4m detention · 1 trains affected",9,FALSE,"Thales",TRUE,25.54,92.22,22.92,0.65,0.49,38.02,70.12,145.87
"SFR-001096","2026-09-02 21:50:00","2026-09-02",3,"Sept","Bengaluru City","Sealdah","ER","Eastern Railway","SF","Signal Failure","GR-18229","CLS-001352","Medium","Colour light transformer secondary winding open","Other","Heavy Rain","IoT Sensor Alert",207,10,5,"2026-09-02 23:25:00",95,"1h 35m","Applied waterproofing sealant to cable joints","Vinod Reddy (JE/Sig)","JE/Sig","Restored",,"Pending Emergency Dispatch",90,"10m detention · 1 trains affected",26,TRUE,"GE Transportation",TRUE,22.41,71.81,24.74,0.69,0,33.97,66.51,194.32
"SFR-001097","2026-07-16 01:50:00","2026-07-16",7,"Jul","Solapur Jn","Danapur","ECR","East Central Railway","CF","Cable Fault","GR-52354","CBL-001501","High","Water ingress in cable joint causing earth fault","Environmental","Extreme Heat","CMS Auto Alert",5,22,3,"2026-07-16 02:07:00",17,"0h 17m","Restored power supply from alternate IPS source","Ashok Rao (JE/Sig)","SSE/Sig","Restored",,"Pending Emergency Dispatch",60,"22m detention · 2 trains affected",28,TRUE,"Thales",TRUE,9.21,93.54,,,,33.83,90.11,103.12
"SFR-001098","2025-11-05 12:33:00","2025-11-05",18,"Nov","Jaipur Jn","Kharagpur","SER","South Eastern Railway","SF","Signal Failure","GR-90176","CLS-000268","High","Repeater relay contact welding giving false proceed","Other","Fog","Control Room Observation",56,45,9,"2025-11-05 13:41:00",68,"1h 8m","Replaced corroded relay contacts and tested pickup/drop values","Naveen Kulkarni (JE/Sig)","SSE/Sig","Restored","BDMS-EMG-2026-SER-01098","Emergency Block Granted in BDMS",60,"45m detention · 4 trains affected",31,TRUE,"GE Transportation",FALSE,28.29,70.4,23.57,0.84,0,27.29,46.59,194.41
"SFR-001099","2026-04-22 02:29:00","2026-04-22",7,"Apr","Thiruvananthapuram","Trivandrum","SR","Southern Railway","ACF","Axle Counter Failure","GR-25483","AXC-000330","Medium","Counting error due to high-speed train wheel bounce","Environmental","Extreme Heat","Station Master Report",60,48,10,"2026-04-22 04:41:00",132,"2h 12m","Cleaned and lubricated point machine mechanism","Ravi Shankar (JE/Sig)","Control Room","Restored",,"Pending Emergency Dispatch",60,"48m detention · 4 trains affected",12,FALSE,"HBL",FALSE,13.9,78.61,23.93,1.25,3.42,43.32,50.74,93.37
"SFR-001100","2026-05-31 13:15:00","2026-05-31",18,"May","Ahmedabad Jn","Asansol","ER","Eastern Railway","TCF","Track Circuit Failure","GR-75095","TC-000529","Medium","Insulated rail joint (IRJ) failure bridging track sections","Other","Normal","SSE/JE Patrol",6,69,12,"2026-05-31 15:54:00",159,"2h 39m","Software reset and firmware update applied","Lalit Mohan (JE/Sig)","Control Room","Restored","BDMS-EMG-2026-ER-01100","Emergency Block Granted in BDMS",60,"69m detention · 6 trains affected",31,TRUE,"Alstom",FALSE,27.04,75.62,11.96,-0.05,0,46.99,65.81,43.26
"SFR-001101","2026-09-10 02:38:00","2026-09-10",8,"Sept","Howrah Jn","Varanasi","NER","North Eastern Railway","CF","Cable Fault","GR-98826","CBL-000693","Low","Cable theft at isolated location between stations","External/Vandalism","Heavy Rain","CMS Auto Alert",34,5,2,"2026-09-10 05:48:00",190,"3h 10m","Earthing resistance improved to below 1 ohm","Umesh Tripathi (JE/Sig)","Control Room","Restored","BDMS-EMG-2026-NER-01101","Emergency Block Granted in BDMS",30,"5m detention · 1 trains affected",10,FALSE,"Thales",TRUE,26.56,79.15,,,,32.53,87.37,113.68
"SFR-001102","2025-10-31 17:46:00","2025-10-31",23,"Oct","Manmad Jn","Alipurduar","NFR","Northeast Frontier Railway","SF","Signal Failure","GR-74073","CLS-001874","High","LED unit failure causing blank signal aspect","Other","Fog","SSE/JE Patrol",114,35,4,"2025-10-31 18:31:00",45,"0h 45m","Restored power supply from alternate IPS source","Pravin Patil (SSE/Sig)","SM/Station Master","Restored","BDMS-EMG-2026-NFR-01102","Emergency Block Granted in BDMS",30,"35m detention · 3 trains affected",28,TRUE,"Bombardier",FALSE,18.71,87.56,24.8,0.84,0,32.71,56.61,203.66
"SFR-001103","2026-03-24 23:47:00","2026-03-24",5,"Mar","Guntakal Jn","Hyderabad","SCR","South Central Railway","PSF","Power Supply Failure","GR-17583","PWR-000728","Medium","Lightning surge damage to power distribution panel","External/Vandalism","Storm/Lightning","Station Master Report",10,6,4,"2026-03-25 00:22:00",35,"0h 35m","Re-terminated cable at location box and tested","Anil Gupta (SSE/Sig)","SM/Station Master","Restored","BDMS-EMG-2026-SCR-01103","Emergency Block Granted in BDMS",90,"6m detention · 1 trains affected",6,FALSE,"Kyosan",FALSE,10.39,90.27,235.27,14.76,0,47,39.64,41.93
"SFR-001104","2025-09-22 05:49:00","2025-09-22",11,"Sept","Ratlam Jn","Bhusaval","CR","Central Railway","SF","Signal Failure","GR-50906","CLS-000643","High","Approach lighting control circuit fault","Electrical","Heavy Rain","IoT Sensor Alert",10,21,5,"2025-09-22 06:38:00",49,"0h 49m","OFC splicing done and OTDR tested for loss","Hemant Bansal (SSE/Sig)","SSE/Sig","Restored","BDMS-EMG-2026-CR-01104","Emergency Block Granted in BDMS",45,"21m detention · 2 trains affected",26,TRUE,"Kyosan",TRUE,31.69,81.19,23.85,0.71,0.01,36.07,69.41,200.71
"SFR-001105","2026-06-20 18:41:00","2026-06-20",0,"Jun","Moradabad Jn","Ahmedabad","WR","Western Railway","ACF","Axle Counter Failure","GR-43334","AXC-001494","High","Counting error due to high-speed train wheel bounce","Environmental","Dust Storm","IoT Sensor Alert",26,43,7,"2026-06-20 18:56:00",15,"0h 15m","Replaced damaged LED unit and checked aspect clarity","Hemant Bansal (JE/Sig)","Tech/Sig","Restored","BDMS-EMG-2026-WR-01105","Emergency Block Granted in BDMS",45,"43m detention · 4 trains affected",10,FALSE,"Alstom",TRUE,20.61,80.12,24.18,1.47,2.39,44.32,70.68,105.13
"SFR-001106","2025-10-27 12:08:00","2025-10-27",17,"Oct","Ratlam Jn","Guntur","SCR","South Central Railway","TCF","Track Circuit Failure","GR-69912","TC-000524","Low","Cable insulation breakdown due to moisture ingress","Environmental","Normal","CMS Auto Alert",124,5,1,"2025-10-27 13:45:00",97,"1h 37m","Replaced detection rod and adjusted stroke","Naveen Kulkarni (SSE/Sig)","CMS Alert","Restored","BDMS-EMG-2026-SCR-01106","Emergency Block Granted in BDMS",90,"5m detention · 1 trains affected",7,FALSE,"Alstom",FALSE,22.46,69.47,12.65,0.05,0.34,34.16,61.29,46.75
"SFR-001107","2026-08-15 23:16:00","2026-08-15",4,"Aug","Kharagpur Jn","Lucknow","NER","North Eastern Railway","TCF","Track Circuit Failure","GR-45270","TC-000011","Low","Rail head contamination from rust preventing wheel shunt","Contamination","Normal","Driver Report",13,46,6,"2026-08-16 00:17:00",61,"1h 1m","Replaced blown fuse and checked entire circuit","Manoj Verma (JE/Sig)","JE/Sig","Restored","BDMS-EMG-2026-NER-01107","Emergency Block Granted in BDMS",45,"46m detention · 4 trains affected",28,TRUE,"HBL",TRUE,31.32,72.89,12.12,-0.02,2.02,38.33,84.17,59.01
"SFR-001108","2026-05-06 08:00:00","2026-05-06",13,"May","Varanasi Jn","Prayagraj","NCR","North Central Railway","PF","Point Failure","GR-54319","PNT-001029","High","Slide chair lubrication failure leading to stiff operation","Mechanical","Heavy Rain","Station Master Report",13,17,2,"2026-05-06 08:55:00",55,"0h 55m","Replaced detection rod and adjusted stroke","Nitin Agarwal (JE/Sig)","SM/Station Master","Under Investigation","BDMS-EMG-2026-NCR-01108","Emergency Block Granted in BDMS",60,"17m detention · 1 trains affected",10,FALSE,"Hitachi",FALSE,9.75,71.64,115.13,2.45,4.19,53.14,60.52,157.5
"SFR-001109","2026-07-29 15:51:00","2026-07-29",21,"Jul","Visakhapatnam","Izzatnagar","NER","North Eastern Railway","PF","Point Failure","GR-63141","PNT-001711","Medium","Debris obstruction between switch rail and stock rail","Contamination","Heavy Rain","IoT Sensor Alert",11,13,1,"2026-07-29 17:58:00",127,"2h 7m","Emergency cable jointing done with cold shrink kit","Ravi Shankar (SSE/Sig)","Tech/Sig","Restored",,"Pending Emergency Dispatch",90,"13m detention · 1 trains affected",22,TRUE,"Kyosan",TRUE,17.76,91.41,106.16,2.53,2.72,43.11,82.56,146.61
"SFR-001110","2026-07-29 05:37:00","2026-07-29",11,"Jul","Indore Jn","Lucknow","NR","Northern Railway","PF","Point Failure","GR-72612","PNT-001721","Medium","Friction clutch torque exceeded due to heavy contamination","Mechanical","Storm/Lightning","Station Master Report",3,5,3,"2026-07-29 09:03:00",206,"3h 26m","Software reset and firmware update applied","Pradeep Singh (SSE/Sig)","SSE/Sig","Restored","BDMS-EMG-2026-NR-01110","Emergency Block Granted in BDMS",90,"5m detention · 1 trains affected",18,TRUE,"Medha",TRUE,15.96,74.73,104.52,2.64,3.41,43.08,88.25,146.01
"SFR-001111","2026-09-02 10:49:00","2026-09-02",16,"Sept","Ranchi Jn","Raipur","SECR","South East Central Railway","SF","Signal Failure","GR-48142","CLS-000580","Low","Optical alignment lost after heavy wind/storm","Other","Normal","Control Room Observation",4,26,4,"2026-09-02 11:05:00",16,"0h 16m","Reset axle counter system and verified count accuracy","Rajesh Kumar (SSE/Sig)","CMS Alert","Restored","BDMS-EMG-2026-SECR-01111","Emergency Block Granted in BDMS",90,"26m detention · 2 trains affected",11,FALSE,"Siemens",TRUE,30.24,90.72,23.47,0.64,0.25,33.31,68.84,208.75
"SFR-001112","2025-10-29 04:13:00","2025-10-29",9,"Oct","Ramagundam","Sambalpur","ECoR","East Coast Railway","PSF","Power Supply Failure","GR-20549","PWR-001430","Critical","Charger rectifier unit tripping on overload","Other","Normal","SSE/JE Patrol",11,67,10,"2025-10-29 05:34:00",81,"1h 21m","Earthing resistance improved to below 1 ohm","Yogesh Soni (JE/Sig)","CMS Alert","Restored","BDMS-EMG-2026-ECoR-01112","Emergency Block Granted in BDMS",90,"67m detention · 6 trains affected",5,FALSE,"Kyosan",FALSE,18.16,88.45,223.42,14.97,0.18,45,49.14,45.05
"SFR-001113","2026-05-04 21:32:00","2026-05-04",3,"May","Nanded","Salem","SR","Southern Railway","PF","Point Failure","GR-20065","PNT-001852","Medium","Lock stretcher bar insulation degraded below 50 Ohms","Aging/Degradation","Cyclone","Station Master Report",34,133,20,"2026-05-04 21:48:00",16,"0h 16m","Applied waterproofing sealant to cable joints","Brij Kishore (SSE/Sig)","JE/Sig","Restored","BDMS-EMG-2026-SR-01113","Emergency Block Granted in BDMS",30,"133m detention · 13 trains affected",5,FALSE,"Siemens",FALSE,20.51,87.51,110.13,2.61,4,54.81,63.1,149.87
"SFR-001114","2025-10-09 18:42:00","2025-10-09",0,"Oct","Madurai Jn","Nagpur","CR","Central Railway","BIF","Block Instrument Failure","GR-83766","BLK-000531","High","Block instrument handle stuck in intermediate position","Other","Normal","Station Master Report",14,6,2,"2025-10-09 18:58:00",16,"0h 16m","Reset axle counter system and verified count accuracy","Govind Ram (SSE/Sig)","SM/Station Master","Restored","BDMS-EMG-2026-CR-01114","Emergency Block Granted in BDMS",60,"6m detention · 1 trains affected",8,FALSE,"BHEL",FALSE,28.36,81.23,24.37,0.45,0,31.26,55.44,151.81
"SFR-001115","2026-03-01 10:41:00","2026-03-01",16,"Mar","Gorakhpur Jn","Moradabad","NR","Northern Railway","PF","Point Failure","GR-35221","PNT-000114","Medium","Lock stretcher bar insulation degraded below 50 Ohms","Aging/Degradation","Normal","CMS Auto Alert",10,13,5,"2026-03-01 11:09:00",28,"0h 28m","Replaced damaged LED unit and checked aspect clarity","Raghav Pandey (JE/Sig)","SSE/Sig","Restored","BDMS-EMG-2026-NR-01115","Emergency Block Granted in BDMS",60,"13m detention · 1 trains affected",24,TRUE,"Thales",FALSE,24.71,74.59,113.68,2.71,4.57,42.5,47.5,147.42
"SFR-001116","2026-03-11 17:53:00","2026-03-11",23,"Mar","New Delhi","Sambalpur","ECoR","East Coast Railway","ACF","Axle Counter Failure","GR-89229","AXC-000223","Critical","Trackside electronic unit (TEU) software lockup","Software/Communication","Normal","Control Room Observation",2,23,7,"2026-03-11 18:52:00",59,"0h 59m","Re-terminated cable at location box and tested","Nitin Agarwal (SSE/Sig)","Control Room","Restored","BDMS-EMG-2026-ECoR-01116","Emergency Block Granted in BDMS",45,"23m detention · 2 trains affected",6,FALSE,"Kyosan",FALSE,25.25,75.22,23.97,1.17,3.73,38.33,51.79,108.87
"SFR-001117","2025-10-08 18:13:00","2025-10-08",23,"Oct","Jaipur Jn","Bhavnagar","WR","Western Railway","TCF","Track Circuit Failure","GR-52092","TC-001490","High","Relay contact oxidation causing intermittent drop","Other","Normal","Driver Report",63,20,7,"2025-10-08 19:09:00",56,"0h 56m","Replaced corroded relay contacts and tested pickup/drop values","Sanjay Mishra (JE/Sig)","SM/Station Master","Under Investigation","BDMS-EMG-2026-WR-01117","Emergency Block Granted in BDMS",45,"20m detention · 2 trains affected",22,TRUE,"Bombardier",FALSE,13.38,87.63,12.13,0.02,0,34.89,66.03,46.51
"SFR-001118","2026-09-23 13:16:00","2026-09-23",18,"Sept","Solapur Jn","Mumbai Central","WR","Western Railway","TCF","Track Circuit Failure","GR-26456","TC-000518","Low","Tuning unit capacitor failure changing resonant frequency","Other","Heavy Rain","CMS Auto Alert",6,13,3,"2026-09-23 14:24:00",68,"1h 8m","Replaced damaged LED unit and checked aspect clarity","Pradeep Singh (JE/Sig)","SM/Station Master","Restored","BDMS-EMG-2026-WR-01118","Emergency Block Granted in BDMS",90,"13m detention · 1 trains affected",9,FALSE,"Alstom",TRUE,16.79,69.68,11.88,0.09,0,36.69,80.28,51.74
"SFR-001119","2026-02-14 06:35:00","2026-02-14",12,"Feb","Mysuru Jn","Howrah","ER","Eastern Railway","CF","Cable Fault","GR-88471","CBL-001405","Critical","Mechanical damage from ballast tamping machine","Mechanical","Normal","CMS Auto Alert",17,123,19,"2026-02-14 13:15:00",400,"6h 40m","OFC splicing done and OTDR tested for loss","Mohit Pandey (SSE/Sig)","Control Room","Under Investigation","BDMS-EMG-2026-ER-01119","Emergency Block Granted in BDMS",45,"123m detention · 12 trains affected",4,FALSE,"Thales",FALSE,10.8,93.54,,,,32.19,60.81,106.95
"SFR-001120","2026-08-30 10:09:00","2026-08-30",15,"Aug","Nagpur Jn","Khurda Road","ECoR","East Coast Railway","PSF","Power Supply Failure","GR-71778","PWR-001933","Medium","Solar panel degradation reducing charging efficiency","Other","Cyclone","CMS Auto Alert",26,210,29,"2026-08-30 11:02:00",53,"0h 53m","Replaced corroded relay contacts and tested pickup/drop values","Govind Ram (JE/Sig)","Tech/Sig","Restored","BDMS-EMG-2026-ECoR-01120","Emergency Block Granted in BDMS",90,"210m detention · 21 trains affected",12,FALSE,"Bombardier",TRUE,9.26,71.13,233.61,15.12,1.39,46.88,71.38,50.83
"SFR-001121","2026-09-10 00:00:00","2026-09-10",5,"Sept","Lucknow NR","Ahmedabad","WR","Western Railway","LCF","Level Crossing Failure","GR-84455","LC-000364","Medium","Timer circuit malfunction causing premature gate opening","Electrical","Storm/Lightning","CMS Auto Alert",7,11,6,"2026-09-10 02:06:00",126,"2h 6m","Replaced damaged LED unit and checked aspect clarity","Chandan Singh (SSE/Sig)","Control Room","Restored","BDMS-EMG-2026-WR-01121","Emergency Block Granted in BDMS",90,"11m detention · 1 trains affected",2,FALSE,"Siemens",TRUE,20.45,69.63,107.69,3.1,4.35,40.7,70.52,82.88
